geo,what,time,capital,contributii,munca,consum,proprietate
Polonia,Total,2017,23.757317,37.549216,40.433557,35.809124,5.208619
Portugalia,Total,2017,20.515182,26.853046,42.227347,37.229789,6.311042
Romania,Total,2017,17.235064,33.902763,42.958943,39.806013,2.886107
Slovenia,Total,2017,12.842166,41.318202,50.041815,37.116039,1.723709
Slovacia,Total,2017,14.013291,43.019591,52.640966,33.345781,1.260541
Finlanda,Total,2017,17.499826,27.839357,49.739438,32.760736,3.655204
Suedia,Total,2017,14.153931,6.193524,58.252253,27.593838,2.604033
Belgia,Total,2018,25.185396,29.791257,49.978656,24.435784,7.880699
Bulgaria,Total,2018,15.820091,29.159998,36.647026,47.532953,2.754148
Cehia,Total,2018,15.069926,42.740849,52.758888,32.171238,1.529441
Danemarca,Total,2018,16.613945,0.10625,51.640766,31.745288,5.63377
Estonia,Total,2018,8.396923,34.908989,50.660731,40.942697,0.842368
Irlanda,Total,2018,26.510009,16.568254,42.45485,31.035106,5.477278
Grecia,Total,2018,21.105092,29.843311,41.438394,37.456514,8.354902
Spania,Total,2018,24.080358,33.801216,48.354101,27.565541,7.827849
Franta,Total,2018,22.563108,34.534935,52.148015,25.288877,9.890594
Croatia,Total,2018,12.826689,30.220018,36.211893,50.961502,3.109292
Italia,Total,2018,22.975122,31.129212,50.229491,26.79539,5.807303
Cipru,Total,2018,25.296227,25.764107,35.293855,39.410602,2.736974
Letonia,Total,2018,9.827008,29.410658,46.562022,43.610827,3.342652
Lituania,Total,2018,11.219758,42.075088,51.141218,37.651932,1.131884
Luxemburg,Total,2018,32.351507,27.29035,45.430515,22.217813,6.395847
Ungaria,Total,2018,16.075556,32.659022,45.756892,38.167463,2.761829
Malta,Total,2018,26.724621,16.800877,36.038032,37.238561,4.189677
Olanda,Total,2018,19.642799,35.979994,50.87964,29.477561,4.367922
Austria,Total,2018,17.664308,34.75718,55.486505,26.849195,1.837087
Polonia,Total,2018,24.157603,37.242045,40.13208,35.710306,4.900728
Portugalia,Total,2018,20.859717,26.894431,42.171784,36.941763,6.370126
Romania,Total,2018,14.179085,40.647871,46.927281,38.893587,2.406501
Slovenia,Total,2018,13.178157,41.217801,50.498147,36.323836,1.607056
Slovacia,Total,2018,13.470057,43.229897,53.40264,33.127326,1.212879
Finlanda,Total,2018,16.963789,27.938115,49.532098,33.504113,3.435801
Suedia,Total,2018,13.726337,6.29576,58.373394,27.900244,2.633508
Belgia,Total,2019,24.126222,30.535896,50.636136,24.815376,8.051999
Bulgaria,Total,2019,16.531838,29.055678,36.423599,47.044465,2.60836
Cehia,Total,2019,14.559736,42.925229,53.390043,32.050271,1.422997
Danemarca,Total,2019,21.538971,0.091248,49.459507,29.001641,5.687429
Estonia,Total,2019,7.867469,35.019572,50.602764,41.529552,0.859358
Irlanda,Total,2019,25.802434,16.775863,43.271201,30.92631,5.214742
Grecia,Total,2019,20.816027,30.751803,41.488839,37.695134,8.465725
Spania,Total,2019,22.520656,35.237679,50.466646,27.012697,7.564479
Franta,Total,2019,23.337289,32.633312,51.006079,25.656632,9.92531
Croatia,Total,2019,12.870148,29.736442,35.962935,51.167102,3.009081
Italia,Total,2019,22.581976,31.329011,50.887189,26.530836,5.595758
Cipru,Total,2019,23.974836,30.041308,39.091573,36.933591,2.483546
Letonia,Total,2019,7.883557,31.005985,48.886226,43.230378,3.267258
Lituania,Total,2019,11.675851,31.882079,50.87981,37.464796,1.10225
Luxemburg,Total,2019,31.235424,27.714889,46.359068,22.405424,6.131204
Ungaria,Total,2019,15.986056,32.126487,45.731237,38.282686,2.699819
Malta,Total,2019,27.188941,16.674622,36.729489,36.081601,3.801016
Olanda,Total,2019,20.231677,34.237259,49.730765,30.037558,4.141124
Austria,Total,2019,17.908297,34.864702,55.439214,26.652486,1.807129
Polonia,Total,2019,24.552445,37.55299,40.434061,35.013488,4.802346
Portugalia,Total,2019,20.145933,27.851882,42.862062,36.965193,6.398698
Romania,Total,2019,14.818611,40.403955,46.1878,38.993518,2.401797
Slovenia,Total,2019,13.572843,41.791851,50.539451,35.887975,1.644208
Slovacia,Total,2019,12.624947,43.442886,53.97872,33.396145,1.163641
Finlanda,Total,2019,17.042353,27.893611,49.750498,33.207149,3.69286
Suedia,Total,2019,14.031444,6.396332,58.094118,27.874458,2.496905
Belgia,Total,2020,22.777052,31.28628,52.750537,24.002665,8.029247
Bulgaria,Total,2020,16.256424,29.936719,37.687764,46.055708,2.361856
Cehia,Total,2020,12.314284,44.160449,56.34812,31.337616,0.850692
Danemarca,Total,2020,19.457824,0.12369,51.165334,29.376817,5.611241
Estonia,Total,2020,7.821153,36.465256,53.179844,38.998566,0.886806
Irlanda,Total,2020,27.42241,16.552702,44.172507,28.405024,4.500869
Grecia,Total,2020,18.885001,33.231133,44.903461,36.211539,8.634616
Spania,Total,2020,21.329866,37.316429,53.838864,24.83127,7.29643
Franta,Total,2020,23.452075,32.402338,51.42885,25.119075,10.088042
Croatia,Total,2020,12.812408,31.079662,37.676382,49.511321,3.039937
Italia,Total,2020,22.725173,31.813047,52.322743,24.952084,5.68168
Cipru,Total,2020,24.084784,32.382602,42.121823,33.793928,2.214344
Letonia,Total,2020,7.826257,31.481303,49.516529,42.656828,3.250667
Lituania,Total,2020,11.446679,33.003393,51.273262,37.333977,1.079697
Luxemburg,Total,2020,28.867157,29.089026,49.250615,21.882344,6.53146
Ungaria,Total,2020,16.15165,30.789421,44.897991,38.950431,3.057861
Malta,Total,2020,23.452602,19.063155,41.468224,35.079689,2.411138
Olanda,Total,2020,18.728284,34.236025,51.483208,29.788507,4.645969
Austria,Total,2020,16.33575,36.731722,57.569155,26.09509,2.083609
Polonia,Total,2020,24.892608,37.945937,40.314998,34.792371,4.820431
Portugalia,Total,2020,19.182564,29.695701,46.256334,34.530711,6.46903
Romania,Total,2020,12.655534,42.246596,49.210878,38.13362,2.277207
Slovenia,Total,2020,13.567176,44.88168,53.544496,32.88847,1.672238
Slovacia,Total,2020,12.345904,44.078406,54.671389,32.982605,1.354649
Finlanda,Total,2020,17.330254,27.432989,49.343775,33.325971,3.876117
Suedia,Total,2020,13.735483,6.455529,58.076775,28.187762,2.455117
Belgia,Total,2021,24.359223,30.070289,50.339942,24.878014,8.463488
Bulgaria,Total,2021,18.146084,28.828078,36.023447,45.830267,2.488522
Cehia,Total,2021,14.630775,46.036115,53.571098,31.798178,0.846976
Danemarca,Total,2021,21.644335,0.128168,50.476554,27.879063,5.220288
Estonia,Total,2021,9.388957,34.656999,51.669279,38.941384,0.833112
Irlanda,Total,2021,29.193809,15.138186,42.155294,28.650877,5.056404
Grecia,Total,2021,19.571967,32.750133,43.539555,36.888479,8.090683
Spania,Total,2021,23.482349,35.384443,50.936863,25.580788,7.772841
Franta,Total,2021,23.235001,32.648212,50.835054,25.929946,8.897864
Croatia,Total,2021,12.00609,30.704708,35.920141,52.073994,2.701919
Italia,Total,2021,22.935702,31.095921,50.879959,26.184339,5.786223
Cipru,Total,2021,25.029288,31.474785,40.624921,34.345792,2.009127
Letonia,Total,2021,8.508361,31.857923,49.736288,41.755751,3.134028
Lituania,Total,2021,12.965212,31.653742,50.24769,36.799631,1.041469
Luxemburg,Total,2021,29.774019,27.386924,47.306712,22.919281,6.759768
Ungaria,Total,2021,16.208365,30.944176,42.964956,40.826619,2.785365
Malta,Total,2021,24.713417,18.108706,41.468076,33.817807,2.829495
Olanda,Total,2021,21.010487,33.072321,48.950802,30.038711,4.730879
Austria,Total,2021,18.224818,35.375966,55.867746,25.907422,2.064186
Polonia,Total,2021,24.847667,35.336588,38.520016,36.632311,4.467908
Portugalia,Total,2021,18.371344,29.540908,45.932631,35.665044,6.721537
Romania,Total,2021,15.220251,39.677035,45.631663,39.148092,2.376056
Slovenia,Total,2021,14.213772,42.96594,52.224802,33.561542,1.609625
Slovacia,Total,2021,13.538995,43.277955,53.774626,32.68629,1.318173
Finlanda,Total,2021,18.993643,27.887397,49.038666,31.96769,3.815976
Suedia,Total,2021,15.687229,6.26847,56.566951,27.708674,2.449995
