"COU","Country","TAX","Income Tax","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CAN","Canada","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2007","2007","PC","Percentage","0","Units",,,46.4096,,
"CAN","Canada","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2008","2008","PC","Percentage","0","Units",,,46.4096,,
"CAN","Canada","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2009","2009","PC","Percentage","0","Units",,,46.4096,,
"CAN","Canada","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2010","2010","PC","Percentage","0","Units",,,46.4096,,
"CAN","Canada","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2011","2011","PC","Percentage","0","Units",,,46.4096,,
"CAN","Canada","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2012","2012","PC","Percentage","0","Units",,,47.9696,,
"CAN","Canada","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2013","2013","PC","Percentage","0","Units",,,49.5296,,
"CAN","Canada","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2014","2014","PC","Percentage","0","Units",,,49.5296,,
"CAN","Canada","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2015","2015","PC","Percentage","0","Units",,,49.5296,,
"CAN","Canada","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2016","2016","PC","Percentage","0","Units",,,53.5296,,
"CAN","Canada","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2017","2017","PC","Percentage","0","Units",,,53.5296,,
"CAN","Canada","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2018","2018","PC","Percentage","0","Units",,,53.5296,,
"CAN","Canada","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2019","2019","PC","Percentage","0","Units",,,53.5296,,
"CAN","Canada","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2020","2020","PC","Percentage","0","Units",,,53.5296,,
"CAN","Canada","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2021","2021","PC","Percentage","0","Units",,,53.5296,,
"CAN","Canada","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2022","2022","PC","Percentage","0","Units",,,53.5296,,
"JPN","Japan","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2000","2000","USD","US Dollar","0","Units",,,32233.616456,,
"JPN","Japan","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2001","2001","USD","US Dollar","0","Units",,,33699.818068,,
"JPN","Japan","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2002","2002","USD","US Dollar","0","Units",,,34605.375588,,
"JPN","Japan","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2003","2003","USD","US Dollar","0","Units",,,35149.957964,,
"JPN","Japan","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2004","2004","USD","US Dollar","0","Units",,,36632.078829,,
"JPN","Japan","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2005","2005","USD","US Dollar","0","Units",,,38431.338345,,
"JPN","Japan","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2006","2006","USD","US Dollar","0","Units",,,39981.389045,,
"JPN","Japan","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2007","2007","USD","US Dollar","0","Units",,,41433.887987,,
"JPN","Japan","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2008","2008","USD","US Dollar","0","Units",,,42654.055099,,
"JPN","Japan","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2009","2009","USD","US Dollar","0","Units",,,41927.908026,,
"JPN","Japan","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2010","2010","USD","US Dollar","0","Units",,,42743.99423,,
"JPN","Japan","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2011","2011","USD","US Dollar","0","Units",,,44869.175427,,
"JPN","Japan","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2012","2012","USD","US Dollar","0","Units",,,46927.728047,,
"JPN","Japan","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2013","2013","USD","US Dollar","0","Units",,,47734.132194,,
"JPN","Japan","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2014","2014","USD","US Dollar","0","Units",,,48251.863221,,
"JPN","Japan","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2015","2015","USD","US Dollar","0","Units",,,49134.373019,,
"JPN","Japan","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2016","2016","USD","US Dollar","0","Units",,,48698.982657,,
"JPN","Japan","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2017","2017","USD","US Dollar","0","Units",,,48955.414929,,
"JPN","Japan","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2018","2018","USD","US Dollar","0","Units",,,50208.349008,,
"JPN","Japan","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2019","2019","USD","US Dollar","0","Units",,,50390.684661,,
"JPN","Japan","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2020","2020","USD","US Dollar","0","Units",,,49425.782865,,
"JPN","Japan","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2021","2021","USD","US Dollar","0","Units",,,51324.23643,,
"JPN","Japan","AVG_PPP","Average wage in US dollars based on Purchasing Power Parities","2022","2022","USD","US Dollar","0","Units",,,52263.45255,,
"CZE","Czech Republic","AVG_NAT","Average wage in national currency units ","2000","2000",,,"0","Units",,,160922,,
"CZE","Czech Republic","AVG_NAT","Average wage in national currency units ","2001","2001",,,"0","Units",,,174096,,
"CZE","Czech Republic","AVG_NAT","Average wage in national currency units ","2002","2002",,,"0","Units",,,187129,,
"CZE","Czech Republic","AVG_NAT","Average wage in national currency units ","2003","2003",,,"0","Units",,,196133,,
"CZE","Czech Republic","AVG_NAT","Average wage in national currency units ","2004","2004",,,"0","Units",,,209080,,
"CZE","Czech Republic","AVG_NAT","Average wage in national currency units ","2005","2005",,,"0","Units",,,219050,,
"CZE","Czech Republic","AVG_NAT","Average wage in national currency units ","2006","2006",,,"0","Units",,,233580,,
"CZE","Czech Republic","AVG_NAT","Average wage in national currency units ","2007","2007",,,"0","Units",,,250710,,
"CZE","Czech Republic","AVG_NAT","Average wage in national currency units ","2008","2008",,,"0","Units",,,272651,,
"CZE","Czech Republic","AVG_NAT","Average wage in national currency units ","2009","2009",,,"0","Units",,,281887,,
"CZE","Czech Republic","AVG_NAT","Average wage in national currency units ","2010","2010",,,"0","Units",,,287320,,
"CZE","Czech Republic","AVG_NAT","Average wage in national currency units ","2011","2011",,,"0","Units",,,295273,,
"CZE","Czech Republic","AVG_NAT","Average wage in national currency units ","2012","2012",,,"0","Units",,,302500,,
"CZE","Czech Republic","AVG_NAT","Average wage in national currency units ","2013","2013",,,"0","Units",,,301868,,
"CZE","Czech Republic","AVG_NAT","Average wage in national currency units ","2014","2014",,,"0","Units",,,310620,,
"CZE","Czech Republic","AVG_NAT","Average wage in national currency units ","2015","2015",,,"0","Units",,,320624,,
"CZE","Czech Republic","AVG_NAT","Average wage in national currency units ","2016","2016",,,"0","Units",,,334709,,
"CZE","Czech Republic","AVG_NAT","Average wage in national currency units ","2017","2017",,,"0","Units",,,357381,,
"CZE","Czech Republic","AVG_NAT","Average wage in national currency units ","2018","2018",,,"0","Units",,,382948,,
"CZE","Czech Republic","AVG_NAT","Average wage in national currency units ","2019","2019",,,"0","Units",,,410579,,
"CZE","Czech Republic","AVG_NAT","Average wage in national currency units ","2020","2020",,,"0","Units",,,423535,,
"CZE","Czech Republic","AVG_NAT","Average wage in national currency units ","2021","2021",,,"0","Units",,,441783.6,,
"CZE","Czech Republic","AVG_NAT","Average wage in national currency units ","2022","2022",,,"0","Units",,,472782.983047,,
"LTU","Lithuania","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2000","2000","PC","Percentage","0","Units",,,36,,
"LTU","Lithuania","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2001","2001","PC","Percentage","0","Units",,,36,,
"LTU","Lithuania","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2002","2002","PC","Percentage","0","Units",,,36,,
"LTU","Lithuania","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2003","2003","PC","Percentage","0","Units",,,36,,
"LTU","Lithuania","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2004","2004","PC","Percentage","0","Units",,,36,,
"LTU","Lithuania","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2005","2005","PC","Percentage","0","Units",,,36,,
"LTU","Lithuania","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2006","2006","PC","Percentage","0","Units",,,32.975342,,
"LTU","Lithuania","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2007","2007","PC","Percentage","0","Units",,,30,,
"LTU","Lithuania","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2008","2008","PC","Percentage","0","Units",,,27,,
"LTU","Lithuania","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2009","2009","PC","Percentage","0","Units",,,27,,
"LTU","Lithuania","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2010","2010","PC","Percentage","0","Units",,,27,,
"LTU","Lithuania","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2011","2011","PC","Percentage","0","Units",,,27,,
"LTU","Lithuania","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2012","2012","PC","Percentage","0","Units",,,27,,
"LTU","Lithuania","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2013","2013","PC","Percentage","0","Units",,,27,,
"LTU","Lithuania","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2014","2014","PC","Percentage","0","Units",,,27.9,,
"LTU","Lithuania","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2015","2015","PC","Percentage","0","Units",,,27.9,,
"LTU","Lithuania","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2016","2016","PC","Percentage","0","Units",,,29.1,,
"LTU","Lithuania","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2017","2017","PC","Percentage","0","Units",,,31.5,,
"LTU","Lithuania","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2018","2018","PC","Percentage","0","Units",,,31.5,,
"LTU","Lithuania","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2019","2019","PC","Percentage","0","Units",,,33.98,,
"LTU","Lithuania","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2020","2020","PC","Percentage","0","Units",,,38.98,,
"LTU","Lithuania","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2021","2021","PC","Percentage","0","Units",,,38.98,,
"LTU","Lithuania","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2022","2022","PC","Percentage","0","Units",,,38.98,,
"HUN","Hungary","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2000","2000","RATIO","Ratio","0","Units",,,0.920607,,
"HUN","Hungary","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2001","2001","RATIO","Ratio","0","Units",,,0.834248,,
"HUN","Hungary","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2002","2002","RATIO","Ratio","0","Units",,,0.842411,,
"HUN","Hungary","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2003","2003","RATIO","Ratio","0","Units",,,0.867734,,
"HUN","Hungary","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2004","2004","RATIO","Ratio","0","Units",,,0.884899,,
"HUN","Hungary","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2005","2005","RATIO","Ratio","0","Units",,,0.826059,,
"HUN","Hungary","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2006","2006","RATIO","Ratio","0","Units",,,0.780694,,
"HUN","Hungary","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2007","2007","RATIO","Ratio","0","Units",,,0.78843,,
"HUN","Hungary","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2008","2008","RATIO","Ratio","0","Units",,,0.727701,,
"HUN","Hungary","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2009","2009","RATIO","Ratio","0","Units",,,0.779837,,
"HUN","Hungary","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2010","2010","RATIO","Ratio","0","Units",,,1.567268,,
"HUN","Hungary","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2011","2011","RATIO","Ratio","0","Units",,,0.818439,,
"HUN","Hungary","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2012","2012","RATIO","Ratio","0","Units",,,0.853488,,
"HUN","Hungary","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2013","2013","RATIO","Ratio","0","Units",,,0,,
"HUN","Hungary","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2014","2014","RATIO","Ratio","0","Units",,,0,,
"HUN","Hungary","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2015","2015","RATIO","Ratio","0","Units",,,0,,
"HUN","Hungary","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2016","2016","RATIO","Ratio","0","Units",,,0,,
"HUN","Hungary","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2017","2017","RATIO","Ratio","0","Units",,,0,,
"HUN","Hungary","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2018","2018","RATIO","Ratio","0","Units",,,0,,
"HUN","Hungary","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2019","2019","RATIO","Ratio","0","Units",,,0,,
"HUN","Hungary","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2020","2020","RATIO","Ratio","0","Units",,,0,,
"HUN","Hungary","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2021","2021","RATIO","Ratio","0","Units",,,0,,
"HUN","Hungary","THRESHOLD","Threshold (expressed as a multiple of the average wage)","2022","2022","RATIO","Ratio","0","Units",,,0,,
"BEL","Belgium","PERS_ITAX","Personal income tax","2000","2000","PC","Percentage","0","Units",,,52.59265,,
"BEL","Belgium","PERS_ITAX","Personal income tax","2001","2001","PC","Percentage","0","Units",,,52.114535,,
"BEL","Belgium","PERS_ITAX","Personal income tax","2002","2002","PC","Percentage","0","Units",,,48.819888,,
"BEL","Belgium","PERS_ITAX","Personal income tax","2003","2003","PC","Percentage","0","Units",,,46.50755,,
"BEL","Belgium","PERS_ITAX","Personal income tax","2004","2004","PC","Percentage","0","Units",,,52.041778,,
"BEL","Belgium","PERS_ITAX","Personal income tax","2005","2005","PC","Percentage","0","Units",,,46.50755,,
"BEL","Belgium","PERS_ITAX","Personal income tax","2006","2006","PC","Percentage","0","Units",,,46.50755,,
"BEL","Belgium","PERS_ITAX","Personal income tax","2007","2007","PC","Percentage","0","Units",,,46.68141,,
"BEL","Belgium","PERS_ITAX","Personal income tax","2008","2008","PC","Percentage","0","Units",,,63.393355,,
"BEL","Belgium","PERS_ITAX","Personal income tax","2009","2009","PC","Percentage","0","Units",,,63.393355,,
"BEL","Belgium","PERS_ITAX","Personal income tax","2010","2010","PC","Percentage","0","Units",,,46.68141,,
"BEL","Belgium","PERS_ITAX","Personal income tax","2011","2011","PC","Percentage","0","Units",,,63.393355,,
"BEL","Belgium","PERS_ITAX","Personal income tax","2012","2012","PC","Percentage","0","Units",,,63.393355,,
"BEL","Belgium","PERS_ITAX","Personal income tax","2013","2013","PC","Percentage","0","Units",,,63.393355,,
"BEL","Belgium","PERS_ITAX","Personal income tax","2014","2014","PC","Percentage","0","Units",,,45.32317,,
"BEL","Belgium","PERS_ITAX","Personal income tax","2015","2015","PC","Percentage","0","Units",,,46.768383,,
"BEL","Belgium","PERS_ITAX","Personal income tax","2016","2016","PC","Percentage","0","Units",,,62.921209,,
"BEL","Belgium","PERS_ITAX","Personal income tax","2017","2017","PC","Percentage","0","Units",,,62.48925,,
"BEL","Belgium","PERS_ITAX","Personal income tax","2018","2018","PC","Percentage","0","Units",,,69.023473,,
"BEL","Belgium","PERS_ITAX","Personal income tax","2019","2019","PC","Percentage","0","Units",,,46.015648,,
"BEL","Belgium","PERS_ITAX","Personal income tax","2020","2020","PC","Percentage","0","Units",,,46.015648,,
"BEL","Belgium","PERS_ITAX","Personal income tax","2021","2021","PC","Percentage","0","Units",,,45.972401,,
"BEL","Belgium","PERS_ITAX","Personal income tax","2022","2022","PC","Percentage","0","Units",,,45.972401,,
"SWE","Sweden","AVG_NAT","Average wage in national currency units ","2000","2000",,,"0","Units",,,263581,,
"SWE","Sweden","AVG_NAT","Average wage in national currency units ","2001","2001",,,"0","Units",,,278197,,
"SWE","Sweden","AVG_NAT","Average wage in national currency units ","2002","2002",,,"0","Units",,,286566,,
"SWE","Sweden","AVG_NAT","Average wage in national currency units ","2003","2003",,,"0","Units",,,293776,,
"SWE","Sweden","AVG_NAT","Average wage in national currency units ","2004","2004",,,"0","Units",,,305732,,
"SWE","Sweden","AVG_NAT","Average wage in national currency units ","2005","2005",,,"0","Units",,,315492,,
"SWE","Sweden","AVG_NAT","Average wage in national currency units ","2006","2006",,,"0","Units",,,324618,,
"SWE","Sweden","AVG_NAT","Average wage in national currency units ","2007","2007",,,"0","Units",,,336818,,
"SWE","Sweden","AVG_NAT","Average wage in national currency units ","2008","2008",,,"0","Units",,,352470,,
"SWE","Sweden","AVG_NAT","Average wage in national currency units ","2009","2009",,,"0","Units",,,362291,,
"SWE","Sweden","AVG_NAT","Average wage in national currency units ","2010","2010",,,"0","Units",,,368208,,
"SWE","Sweden","AVG_NAT","Average wage in national currency units ","2011","2011",,,"0","Units",,,376309,,
"SWE","Sweden","AVG_NAT","Average wage in national currency units ","2012","2012",,,"0","Units",,,387960,,
"SWE","Sweden","AVG_NAT","Average wage in national currency units ","2013","2013",,,"0","Units",,,398220,,
"SWE","Sweden","AVG_NAT","Average wage in national currency units ","2014","2014",,,"0","Units",,,408188,,
"SWE","Sweden","AVG_NAT","Average wage in national currency units ","2015","2015",,,"0","Units",,,414105,,
"SWE","Sweden","AVG_NAT","Average wage in national currency units ","2016","2016",,,"0","Units",,,424963,,
"SWE","Sweden","AVG_NAT","Average wage in national currency units ","2017","2017",,,"0","Units",,,435821,,
"SWE","Sweden","AVG_NAT","Average wage in national currency units ","2018","2018",,,"0","Units",,,447569,,
"SWE","Sweden","AVG_NAT","Average wage in national currency units ","2019","2019",,,"0","Units",,,455072,,
"SWE","Sweden","AVG_NAT","Average wage in national currency units ","2020","2020",,,"0","Units",,,464186,,
"SWE","Sweden","AVG_NAT","Average wage in national currency units ","2021","2021",,,"0","Units",,,476276,,
"SWE","Sweden","AVG_NAT","Average wage in national currency units ","2022","2022",,,"0","Units",,,494512.638856,,
"USA","United States","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2000","2000","PC","Percentage","0","Units",,,47.9575,,
"USA","United States","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2001","2001","PC","Percentage","0","Units",,,47.3625,,
"USA","United States","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2002","2002","PC","Percentage","0","Units",,,46.6675,,
"USA","United States","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2003","2003","PC","Percentage","0","Units",,,42.8725,,
"USA","United States","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2004","2004","PC","Percentage","0","Units",,,42.825,,
"USA","United States","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2005","2005","PC","Percentage","0","Units",,,42.725,,
"USA","United States","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2006","2006","PC","Percentage","0","Units",,,42.725,,
"USA","United States","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2007","2007","PC","Percentage","0","Units",,,42.725,,
"USA","United States","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2008","2008","PC","Percentage","0","Units",,,43.175,,
"USA","United States","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2009","2009","PC","Percentage","0","Units",,,43.175,,
"USA","United States","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2010","2010","PC","Percentage","0","Units",,,43.175,,
"USA","United States","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2011","2011","PC","Percentage","0","Units",,,43.175,,
"USA","United States","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2012","2012","PC","Percentage","0","Units",,,43.23,,
"USA","United States","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2013","2013","PC","Percentage","0","Units",,,48.6,,
"USA","United States","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2014","2014","PC","Percentage","0","Units",,,48.6,,
"USA","United States","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2015","2015","PC","Percentage","0","Units",,,48.6,,
"USA","United States","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2016","2016","PC","Percentage","0","Units",,,48.6,,
"USA","United States","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2017","2017","PC","Percentage","0","Units",,,48.6,,
"USA","United States","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2018","2018","PC","Percentage","0","Units",,,46,,
"USA","United States","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2019","2019","PC","Percentage","0","Units",,,46,,
"USA","United States","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2020","2020","PC","Percentage","0","Units",,,46,,
"USA","United States","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2021","2021","PC","Percentage","0","Units",,,46,,
"USA","United States","PER_ARATE","Personal income tax & employee social security contributions (All-in rate)","2022","2022","PC","Percentage","0","Units",,,46,,
"SVN","Slovenia","AVG_NAT","Average wage in national currency units ","2000","2000",,,"0","Units",,,8894.09,,
"SVN","Slovenia","AVG_NAT","Average wage in national currency units ","2001","2001",,,"0","Units",,,9869.9,,
"SVN","Slovenia","AVG_NAT","Average wage in national currency units ","2002","2002",,,"0","Units",,,10744.17,,
"SVN","Slovenia","AVG_NAT","Average wage in national currency units ","2003","2003",,,"0","Units",,,11643.97,,
"SVN","Slovenia","AVG_NAT","Average wage in national currency units ","2004","2004",,,"0","Units",,,12437.01,,
"SVN","Slovenia","AVG_NAT","Average wage in national currency units ","2005","2005",,,"0","Units",,,12981.22,,
"SVN","Slovenia","AVG_NAT","Average wage in national currency units ","2006","2006",,,"0","Units",,,13684.23,,
"SVN","Slovenia","AVG_NAT","Average wage in national currency units ","2007","2007",,,"0","Units",,,14625.15,,
"SVN","Slovenia","AVG_NAT","Average wage in national currency units ","2008","2008",,,"0","Units",,,15768.72,,
"SVN","Slovenia","AVG_NAT","Average wage in national currency units ","2009","2009",,,"0","Units",,,16079.04,,
"SVN","Slovenia","AVG_NAT","Average wage in national currency units ","2010","2010",,,"0","Units",,,16914.72,,
"SVN","Slovenia","AVG_NAT","Average wage in national currency units ","2011","2011",,,"0","Units",,,17372.64,,
"SVN","Slovenia","AVG_NAT","Average wage in national currency units ","2012","2012",,,"0","Units",,,17538,,
"SVN","Slovenia","AVG_NAT","Average wage in national currency units ","2013","2013",,,"0","Units",,,17673,,
"SVN","Slovenia","AVG_NAT","Average wage in national currency units ","2014","2014",,,"0","Units",,,17948,,
"SVN","Slovenia","AVG_NAT","Average wage in national currency units ","2015","2015",,,"0","Units",,,18092,,
"SVN","Slovenia","AVG_NAT","Average wage in national currency units ","2016","2016",,,"0","Units",,,18338,,
"SVN","Slovenia","AVG_NAT","Average wage in national currency units ","2017","2017",,,"0","Units",,,18839,,
"SVN","Slovenia","AVG_NAT","Average wage in national currency units ","2018","2018",,,"0","Units",,,19569,,
"SVN","Slovenia","AVG_NAT","Average wage in national currency units ","2019","2019",,,"0","Units",,,20265,,
"SVN","Slovenia","AVG_NAT","Average wage in national currency units ","2020","2020",,,"0","Units",,,21054,,
"SVN","Slovenia","AVG_NAT","Average wage in national currency units ","2021","2021",,,"0","Units",,,22276,,
"SVN","Slovenia","AVG_NAT","Average wage in national currency units ","2022","2022",,,"0","Units",,,23331.605805,,
"GRC","Greece","TOP_TRATE","Top tax rates","2000","2000","PC","Percentage","0","Units",,,43.875,,
"GRC","Greece","TOP_TRATE","Top tax rates","2001","2001","PC","Percentage","0","Units",,,41.4375,,
"GRC","Greece","TOP_TRATE","Top tax rates","2002","2002","PC","Percentage","0","Units",,,39,,
"GRC","Greece","TOP_TRATE","Top tax rates","2003","2003","PC","Percentage","0","Units",,,40,,
"GRC","Greece","TOP_TRATE","Top tax rates","2004","2004","PC","Percentage","0","Units",,,40,,
"GRC","Greece","TOP_TRATE","Top tax rates","2005","2005","PC","Percentage","0","Units",,,40,,
"GRC","Greece","TOP_TRATE","Top tax rates","2006","2006","PC","Percentage","0","Units",,,40,,
"GRC","Greece","TOP_TRATE","Top tax rates","2007","2007","PC","Percentage","0","Units",,,40,,
"GRC","Greece","TOP_TRATE","Top tax rates","2008","2008","PC","Percentage","0","Units",,,40,,
"GRC","Greece","TOP_TRATE","Top tax rates","2009","2009","PC","Percentage","0","Units",,,40,,
"GRC","Greece","TOP_TRATE","Top tax rates","2010","2010","PC","Percentage","0","Units",,,45,,
"GRC","Greece","TOP_TRATE","Top tax rates","2011","2011","PC","Percentage","0","Units",,,49,,
"GRC","Greece","TOP_TRATE","Top tax rates","2012","2012","PC","Percentage","0","Units",,,49,,
"GRC","Greece","TOP_TRATE","Top tax rates","2013","2013","PC","Percentage","0","Units",,,46,,
"GRC","Greece","TOP_TRATE","Top tax rates","2014","2014","PC","Percentage","0","Units",,,46,,
"GRC","Greece","TOP_TRATE","Top tax rates","2015","2015","PC","Percentage","0","Units",,,50,,
"GRC","Greece","TOP_TRATE","Top tax rates","2016","2016","PC","Percentage","0","Units",,,54,,
"GRC","Greece","TOP_TRATE","Top tax rates","2017","2017","PC","Percentage","0","Units",,,54,,
"GRC","Greece","TOP_TRATE","Top tax rates","2018","2018","PC","Percentage","0","Units",,,54,,
"GRC","Greece","TOP_TRATE","Top tax rates","2019","2019","PC","Percentage","0","Units",,,54,,
"GRC","Greece","TOP_TRATE","Top tax rates","2020","2020","PC","Percentage","0","Units",,,54,,
"GRC","Greece","TOP_TRATE","Top tax rates","2021","2021","PC","Percentage","0","Units",,,44,,
"GRC","Greece","TOP_TRATE","Top tax rates","2022","2022","PC","Percentage","0","Units",,,44,,
"GBR","United Kingdom","PERS_ITAX","Personal income tax","2000","2000","PC","Percentage","0","Units",,,40,,
"GBR","United Kingdom","PERS_ITAX","Personal income tax","2001","2001","PC","Percentage","0","Units",,,40,,
"GBR","United Kingdom","PERS_ITAX","Personal income tax","2002","2002","PC","Percentage","0","Units",,,40,,
"GBR","United Kingdom","PERS_ITAX","Personal income tax","2003","2003","PC","Percentage","0","Units",,,59,,
"GBR","United Kingdom","PERS_ITAX","Personal income tax","2004","2004","PC","Percentage","0","Units",,,59,,
"GBR","United Kingdom","PERS_ITAX","Personal income tax","2005","2005","PC","Percentage","0","Units",,,59,,
"GBR","United Kingdom","PERS_ITAX","Personal income tax","2006","2006","PC","Percentage","0","Units",,,59,,
"GBR","United Kingdom","PERS_ITAX","Personal income tax","2007","2007","PC","Percentage","0","Units",,,59,,
"GBR","United Kingdom","PERS_ITAX","Personal income tax","2008","2008","PC","Percentage","0","Units",,,59,,
"GBR","United Kingdom","PERS_ITAX","Personal income tax","2009","2009","PC","Percentage","0","Units",,,59,,
"GBR","United Kingdom","PERS_ITAX","Personal income tax","2010","2010","PC","Percentage","0","Units",,,60,,
"GBR","United Kingdom","PERS_ITAX","Personal income tax","2011","2011","PC","Percentage","0","Units",,,61,,
"GBR","United Kingdom","PERS_ITAX","Personal income tax","2012","2012","PC","Percentage","0","Units",,,61,,
"GBR","United Kingdom","PERS_ITAX","Personal income tax","2013","2013","PC","Percentage","0","Units",,,61,,
